time,attack,kalman_residual,cusum_score,jitter_z,kalman_detected,cusum_detected,jitter_detected,consensus,consensus_confidence,disagreement_score,delta_v,latency
60,localized_load_attack,0.026886,0.081512,3.022726,0,1,1,1,0.666667,0.333333,0.028589,0.286709
61,localized_load_attack,0.029335,0.090847,2.909252,1,1,0,1,0.666667,0.333333,0.022948,0.294636
62,localized_load_attack,0.026807,0.097654,3.24985,0,1,1,1,0.666667,0.333333,0.024599,0.380789
63,localized_load_attack,0.025096,0.10275,2.977587,0,1,0,0,0.333333,0.666667,0.022459,0.347273
64,localized_load_attack,0.028785,0.111535,2.889097,1,1,0,1,0.666667,0.333333,0.019864,0.343241
65,localized_load_attack,0.028291,0.119826,3.232412,1,1,1,1,1.0,0.0,0.027653,0.30605
66,localized_load_attack,0.028839,0.128665,3.562832,1,1,1,1,1.0,0.0,0.021734,0.34868
67,localized_load_attack,0.027244,0.135908,3.171467,0,1,1,1,0.666667,0.333333,0.026095,0.325383
68,localized_load_attack,0.027168,0.143077,3.266499,0,1,1,1,0.666667,0.333333,0.023335,0.308334
69,localized_load_attack,0.029383,0.152459,2.907013,1,1,0,1,0.666667,0.333333,0.026951,0.355696
70,localized_load_attack,0.025957,0.158416,3.126489,0,1,1,1,0.666667,0.333333,0.028115,0.313292
71,localized_load_attack,0.028031,0.166447,3.579903,1,1,1,1,1.0,0.0,0.027403,0.33609
72,localized_load_attack,0.028013,0.174459,3.970557,1,1,1,1,1.0,0.0,0.029423,0.373911
73,localized_load_attack,0.029219,0.183678,3.24438,1,1,1,1,1.0,0.0,0.024394,0.36113
74,localized_load_attack,0.0299,0.193579,4.072378,1,1,1,1,1.0,0.0,0.027465,0.301271
75,localized_load_attack,0.031032,0.204611,3.287042,1,1,1,1,1.0,0.0,0.025505,0.354779
76,localized_load_attack,0.03263,0.217241,4.779381,1,1,1,1,1.0,0.0,0.027595,0.342686
77,localized_load_attack,0.03062,0.227861,4.056134,1,1,1,1,1.0,0.0,0.02585,0.402947
78,localized_load_attack,0.030345,0.238206,3.97421,1,1,1,1,1.0,0.0,0.027932,0.362648
79,localized_load_attack,0.03144,0.249646,3.638507,1,1,1,1,1.0,0.0,0.025592,0.317904
80,localized_load_attack,0.031023,0.260669,4.181719,1,1,1,1,1.0,0.0,0.027734,0.402053
81,localized_load_attack,0.030537,0.271206,4.197696,1,1,1,1,1.0,0.0,0.024744,0.341114
82,localized_load_attack,0.031771,0.282977,4.315368,1,1,1,1,1.0,0.0,0.026448,0.351488
83,localized_load_attack,0.028632,0.291609,3.947767,1,1,1,1,1.0,0.0,0.028926,0.371802
84,localized_load_attack,0.031842,0.303451,4.144694,1,1,1,1,1.0,0.0,0.027269,0.335645
85,localized_load_attack,0.032321,0.315772,4.329159,1,1,1,1,1.0,0.0,0.028348,0.340583
86,localized_load_attack,0.028225,0.323997,4.620367,1,1,1,1,1.0,0.0,0.026515,0.331389
87,localized_load_attack,0.032677,0.336673,4.153705,1,1,1,1,1.0,0.0,0.029702,0.376692
88,localized_load_attack,0.032844,0.349517,3.86737,1,1,1,1,1.0,0.0,0.030115,0.366928
89,localized_load_attack,0.031446,0.360963,4.450186,1,1,1,1,1.0,0.0,0.024248,0.37226
90,localized_load_attack,0.030638,0.3716,3.981111,1,1,1,1,1.0,0.0,0.024864,0.39429
91,localized_load_attack,0.03142,0.38302,5.045896,1,1,1,1,1.0,0.0,0.026947,0.310597
92,localized_load_attack,0.030871,0.393891,4.99617,1,1,1,1,1.0,0.0,0.027815,0.346279
93,localized_load_attack,0.032967,0.406858,4.793806,1,1,1,1,1.0,0.0,0.030471,0.407091
94,localized_load_attack,0.032369,0.419228,4.208611,1,1,1,1,1.0,0.0,0.027519,0.372354
95,localized_load_attack,0.031645,0.430873,4.39227,1,1,1,1,1.0,0.0,0.029142,0.363995
96,localized_load_attack,0.033322,0.444195,4.516345,1,1,1,1,1.0,0.0,0.028103,0.338637
97,localized_load_attack,0.03479,0.458985,5.198701,1,1,1,1,1.0,0.0,0.02498,0.339387
98,localized_load_attack,0.031392,0.470376,4.663401,1,1,1,1,1.0,0.0,0.028615,0.324692
99,localized_load_attack,0.032435,0.482812,4.594069,1,1,1,1,1.0,0.0,0.029305,0.371171
0,fdia_attack,0.018917,0.0,1.061887,0,0,0,0,0.0,0.0,0.018907,0.29185
1,fdia_attack,0.02251,0.00251,1.469161,0,0,0,0,0.0,0.0,0.017401,0.324892
2,fdia_attack,0.021217,0.003727,0.598108,0,0,0,0,0.0,0.0,0.021638,0.346138
3,fdia_attack,0.018316,0.002043,0.678874,0,0,0,0,0.0,0.0,0.022035,0.308145
4,fdia_attack,0.020827,0.002871,1.119206,0,0,0,0,0.0,0.0,0.020781,0.260206
5,fdia_attack,0.021571,0.004442,1.409356,0,0,0,0,0.0,0.0,0.019541,0.298696
6,fdia_attack,0.017703,0.002145,1.179989,0,0,0,0,0.0,0.0,0.021144,0.298134
7,fdia_attack,0.021687,0.003832,0.883073,0,0,0,0,0.0,0.0,0.021129,0.26941
8,fdia_attack,0.019965,0.003796,0.938976,0,0,0,0,0.0,0.0,0.020451,0.288914
9,fdia_attack,0.019803,0.003599,1.289117,0,0,0,0,0.0,0.0,0.019126,0.251803
10,fdia_attack,0.022624,0.006223,1.483509,0,0,0,0,0.0,0.0,0.017415,0.320691
11,fdia_attack,0.019246,0.005469,1.092221,0,0,0,0,0.0,0.0,0.020588,0.292968
12,fdia_attack,0.018824,0.004293,0.758311,0,0,0,0,0.0,0.0,0.018168,0.275045
13,fdia_attack,0.019899,0.004192,0.749484,0,0,0,0,0.0,0.0,0.021364,0.344617
14,fdia_attack,0.01913,0.003322,1.083792,0,0,0,0,0.0,0.0,0.020999,0.31416
15,fdia_attack,0.020114,0.003436,1.259939,0,0,0,0,0.0,0.0,0.020964,0.26287
16,fdia_attack,0.021304,0.00474,1.310552,0,0,0,0,0.0,0.0,0.018473,0.301138
17,fdia_attack,0.021025,0.005765,0.92674,0,0,0,0,0.0,0.0,0.022146,0.370916
18,fdia_attack,0.018821,0.004586,0.516634,0,0,0,0,0.0,0.0,0.020608,0.321647
19,fdia_attack,0.019654,0.00424,1.508641,0,0,0,0,0.0,0.0,0.017323,0.320788
20,fdia_attack,0.019091,0.003331,1.601782,0,0,0,0,0.0,0.0,0.023985,0.277
21,fdia_attack,0.019176,0.002507,1.300856,0,0,0,0,0.0,0.0,0.019226,0.298638
22,fdia_attack,0.020038,0.002545,0.328114,0,0,0,0,0.0,0.0,0.019972,0.279308
23,fdia_attack,0.01926,0.001805,1.505271,0,0,0,0,0.0,0.0,0.017487,0.324396
24,fdia_attack,0.019582,0.001387,0.902084,0,0,0,0,0.0,0.0,0.021581,0.310202
25,fdia_attack,0.020856,0.002243,1.338865,0,0,0,0,0.0,0.0,0.019337,0.281633
26,fdia_attack,0.018372,0.000615,0.711106,0,0,0,0,0.0,0.0,0.025898,0.33734
27,fdia_attack,0.017973,0.0,0.53714,0,0,0,0,0.0,0.0,0.020964,0.316418
28,fdia_attack,0.020823,0.000823,0.910765,0,0,0,0,0.0,0.0,0.019749,0.309836
29,fdia_attack,0.020129,0.000952,0.223245,0,0,0,0,0.0,0.0,0.01954,0.274458
30,fdia_attack,0.020263,0.001215,2.044841,0,0,0,0,0.0,0.0,0.020735,0.290594
31,fdia_attack,0.021383,0.002598,1.168941,0,0,0,0,0.0,0.0,0.02084,0.318206
32,fdia_attack,0.023085,0.005682,0.604189,0,0,0,0,0.0,0.0,0.020947,0.272209
33,fdia_attack,0.020833,0.006516,0.67846,0,0,0,0,0.0,0.0,0.019165,0.291147
34,fdia_attack,0.021464,0.007979,1.321459,0,0,0,0,0.0,0.0,0.017509,0.301648
35,fdia_attack,0.018936,0.006915,0.559523,0,0,0,0,0.0,0.0,0.019566,0.290746
36,fdia_attack,0.02364,0.010555,1.151536,0,0,0,0,0.0,0.0,0.017245,0.283057
37,fdia_attack,0.021532,0.012087,1.730955,0,0,0,0,0.0,0.0,0.016828,0.243602
38,fdia_attack,0.022806,0.014894,1.136365,0,0,0,0,0.0,0.0,0.018263,0.316039
39,fdia_attack,0.016046,0.01094,1.001181,0,0,0,0,0.0,0.0,0.020656,0.327728
40,fdia_attack,0.018479,0.009419,1.029991,0,0,0,0,0.0,0.0,0.018149,0.307662
41,fdia_attack,0.018657,0.008076,0.857165,0,0,0,0,0.0,0.0,0.018008,0.319534
42,fdia_attack,0.021288,0.009364,0.917883,0,0,0,0,0.0,0.0,0.020076,0.256542
43,fdia_attack,0.01955,0.008914,0.982428,0,0,0,0,0.0,0.0,0.025242,0.266641
44,fdia_attack,0.022196,0.011111,1.348901,0,0,0,0,0.0,0.0,0.020561,0.352759
45,fdia_attack,0.020558,0.011669,1.136206,0,0,0,0,0.0,0.0,0.019894,0.336707
46,fdia_attack,0.025827,0.017495,1.835558,0,0,0,0,0.0,0.0,0.020471,0.31482
47,fdia_attack,0.023164,0.020659,2.086857,0,0,0,0,0.0,0.0,0.025693,0.308099
48,fdia_attack,0.024481,0.02514,2.183944,0,0,0,0,0.0,0.0,0.025024,0.255321
49,fdia_attack,0.023817,0.028957,2.292131,0,0,0,0,0.0,0.0,0.025837,0.308879
50,fdia_attack,0.022094,0.031052,2.489626,0,0,0,0,0.0,0.0,0.022275,0.288855
51,fdia_attack,0.024154,0.035206,2.262689,0,0,0,0,0.0,0.0,0.022445,0.259288
52,fdia_attack,0.026618,0.041824,2.828024,0,0,0,0,0.0,0.0,0.025067,0.292233
53,fdia_attack,0.025152,0.046977,2.434081,0,0,0,0,0.0,0.0,0.02507,0.347323
54,fdia_attack,0.024535,0.051512,2.519608,0,0,0,0,0.0,0.0,0.024896,0.371856
55,fdia_attack,0.026875,0.058387,2.821624,0,0,0,0,0.0,0.0,0.024259,0.371405
56,fdia_attack,0.026615,0.065001,2.298619,0,0,0,0,0.0,0.0,0.027007,0.350937
57,fdia_attack,0.025517,0.070519,2.486723,0,0,0,0,0.0,0.0,0.024902,0.344805
58,fdia_attack,0.02666,0.077178,2.818049,0,0,0,0,0.0,0.0,0.027818,0.363964
59,fdia_attack,0.026831,0.08401,3.093095,0,1,1,1,0.666667,0.333333,0.022462,0.344665
60,fdia_attack,0.029441,0.093451,2.741866,1,1,0,1,0.666667,0.333333,0.022941,0.314074
61,fdia_attack,0.025275,0.098725,2.598061,0,1,0,0,0.333333,0.666667,0.024004,0.292378
62,fdia_attack,0.027114,0.10584,3.24307,0,1,1,1,0.666667,0.333333,0.023039,0.381033
63,fdia_attack,0.028039,0.113879,3.342521,1,1,1,1,1.0,0.0,0.023648,0.361999
64,fdia_attack,0.025817,0.119695,3.34795,0,1,1,1,0.666667,0.333333,0.025416,0.35387
65,fdia_attack,0.025873,0.125568,2.777635,0,1,0,0,0.333333,0.666667,0.026376,0.309731
66,fdia_attack,0.028513,0.134081,2.666956,1,1,0,1,0.666667,0.333333,0.026987,0.302115
67,fdia_attack,0.028828,0.14291,3.418971,1,1,1,1,1.0,0.0,0.024006,0.357461
68,fdia_attack,0.028572,0.151482,3.065951,1,1,1,1,1.0,0.0,0.023492,0.28203
69,fdia_attack,0.028888,0.16037,2.76141,1,1,0,1,0.666667,0.333333,0.025809,0.333915
70,fdia_attack,0.029564,0.169935,3.25792,1,1,1,1,1.0,0.0,0.025068,0.364683
71,fdia_attack,0.02923,0.179164,3.528836,1,1,1,1,1.0,0.0,0.026775,0.297569
72,fdia_attack,0.030044,0.189209,3.687091,1,1,1,1,1.0,0.0,0.023912,0.337223
73,fdia_attack,0.029032,0.198241,3.480199,1,1,1,1,1.0,0.0,0.026722,0.388396
74,fdia_attack,0.030895,0.209136,3.122541,1,1,1,1,1.0,0.0,0.027408,0.386232
75,fdia_attack,0.030035,0.219171,4.018207,1,1,1,1,1.0,0.0,0.030297,0.377984
76,fdia_attack,0.03001,0.229181,4.05669,1,1,1,1,1.0,0.0,0.026672,0.348899
77,fdia_attack,0.029291,0.238472,4.292649,1,1,1,1,1.0,0.0,0.024854,0.395062
78,fdia_attack,0.03075,0.249222,3.310243,1,1,1,1,1.0,0.0,0.027335,0.286999
79,fdia_attack,0.03112,0.260342,4.164376,1,1,1,1,1.0,0.0,0.025524,0.354616
80,fdia_attack,0.033295,0.273637,3.73208,1,1,1,1,1.0,0.0,0.0247,0.396268
81,fdia_attack,0.033489,0.287126,3.96493,1,1,1,1,1.0,0.0,0.02895,0.392972
82,fdia_attack,0.029614,0.29674,3.848325,1,1,1,1,1.0,0.0,0.029498,0.404187
83,fdia_attack,0.031753,0.308493,3.764792,1,1,1,1,1.0,0.0,0.03112,0.338616
84,fdia_attack,0.030588,0.319081,4.247091,1,1,1,1,1.0,0.0,0.030363,0.381074
85,fdia_attack,0.031895,0.330976,4.343969,1,1,1,1,1.0,0.0,0.027451,0.373108
86,fdia_attack,0.02766,0.338637,4.132551,0,1,1,1,0.666667,0.333333,0.027955,0.322742
87,fdia_attack,0.032216,0.350852,4.219344,1,1,1,1,1.0,0.0,0.031093,0.405372
88,fdia_attack,0.031119,0.361972,4.292661,1,1,1,1,1.0,0.0,0.027543,0.345541
89,fdia_attack,0.032293,0.374264,4.134601,1,1,1,1,1.0,0.0,0.025539,0.378681
90,fdia_attack,0.033126,0.387391,4.173035,1,1,1,1,1.0,0.0,0.0297,0.341962
91,fdia_attack,0.032743,0.400134,4.796211,1,1,1,1,1.0,0.0,0.027951,0.37546
92,fdia_attack,0.031771,0.411905,4.494873,1,1,1,1,1.0,0.0,0.027716,0.34033
93,fdia_attack,0.032462,0.424367,4.076165,1,1,1,1,1.0,0.0,0.027254,0.35509
94,fdia_attack,0.032525,0.436892,4.588203,1,1,1,1,1.0,0.0,0.028222,0.378929
95,fdia_attack,0.034403,0.451294,4.499855,1,1,1,1,1.0,0.0,0.026048,0.334193
96,fdia_attack,0.032542,0.463836,4.658646,1,1,1,1,1.0,0.0,0.027024,0.32748
97,fdia_attack,0.03277,0.476607,4.899863,1,1,1,1,1.0,0.0,0.029863,0.35055
98,fdia_attack,0.033017,0.489624,4.566565,1,1,1,1,1.0,0.0,0.028719,0.342729
99,fdia_attack,0.034678,0.504301,4.320401,1,1,1,1,1.0,0.0,0.028172,0.378124
